,Name,Taste,Type,Function,Effect
126,车前子,"['甘', '寒']","['归肾', '膀胱', '肝', '肺经']","['利水', '清热', '明目', '化痰']","['小便 不利', '淋浊 带下', '泄泻', '水肿', '目赤 肿痛', '视物 昏暗', '痰热 咳嗽']"
127,车前草,"['甘', '寒']","['归肾', '膀胱', '肝经']","['利水参湿', '清肝明目', '清热解毒']","['小便淋涩疼痛', '尿血', '水肿', '湿热 泻痢', '目赤 肿痛', '热毒 痈肿']"
128,滑石,"['甘', '淡', '寒']","['归膀胱', '胃经']","['利尿通淋', '清热解暑', '祛湿敛疮']","['用于 热淋', '石淋', '尿热 涩痛', '暑湿 烦渴', '湿热水泻；外治湿疹', '湿疮', '痱子']"
129,川木通,"['淡', '微苦', '微寒']","['归心', '肺', '膀胱经']","['清热利水', '通经下乳']","['癃闭', '水肿', '热淋', '经闭', '产后乳汁不通']"
130,关木通,"['苦', '寒']","['归心', '小肠', '膀胱经']","['利水通淋', '清心泻火', '通乳']","['小便 短赤', '热淋 涩痛', '口舌生疮', '心烦 不安', '产后 乳少']"
131,通草,"['甘', '淡', '微寒']","['归肺', '胃经']","['清肺', '利水', '通乳']","['小便 不利', '淋证', '水肿', '产妇乳汁不通']"
132,金钱草,"['甘', '淡', '平']","['归肝', '胆', '肾', '膀胱经']",['利水通淋；清热解毒；散瘀消肿'],['肝胆及泌尿系结石；热淋；肾炎水肿；湿热黄疸；疮毒痈肿；毒蛇咬伤；跌打损伤']
133,海金沙,"['甘', '淡', '寒']","['归膀胱', '胆经']","['利水通淋', '利胆排石']","['热淋', '血淋', '石淋', '膏淋', '湿热 黄疸', '胆石症']"
134,石韦,"['苦', '甘', '微寒']","['归膀胱', '肺经']","['利水通淋', '清肺', '止血']","['淋证', '小便 不利', '水肿', '肺热 喘咳', '尿血', '崩漏', '吐血', '衄血']"
135,萆薢,"['苦', '平']","['归肾', '膀胱', '肝', '胃经']","['利湿浊', '祛风湿']","['膏淋', '白浊', '带下', '风湿 痹痛', '腰膝 疼痛', '湿热 疮毒']"
136,茵陈蒿,"['苦', '微寒']","['归脾', '胃', '肝', '胆经']","['清热利湿', '退黄疸']",[' 黄疸']
137,地肤子,"['苦', '甘', '寒']","['归肾', '膀胱经']","['清热利湿', '祛风止痒']","['小便 不利', '淋沥 涩痛', '阴痒 带下', '风疹 湿疹', '皮肤 瘙痒']"
138,冬瓜皮,"['甘', '淡', '微寒']","['归脾', '肺', '小肠经']",['利水消肿'],"['水肿 胀满', '小便 不利']"
139,赤小豆,"['甘', '酸', '平']","['归心', '脾', '小肠经']","['利水消肿', '解毒排脓']","['水肿 腹满', '脚气 浮肿', '淋证', '黄疸', '便血', '热毒 痈肿']"
140,萹蓄,"['苦', '寒']",['归膀胱经'],"['清热', '利水', '杀虫']","['淋证', '小便 不利', '蛔虫病', '蛲虫病；外治湿疹', '带下 阴痒']"
141,瞿麦,"['苦', '寒']","['归心', '小肠', '膀胱经']","['利水通淋', '活血通经']","['热淋', '血淋', '癃闭', '瘀滞 闭经']"
142,灯心草,"['甘', '淡', '微寒']","['归心', '肺', '小肠', '膀胱经']","['利水通淋', '清心除烦']","['热淋', '水肿', '湿热 黄疸', '小便 不利', '心烦 不寐', '小儿 夜啼', '喉痹']"
143,冬葵子,"['甘', '寒']","['归大肠', '小肠', '膀胱经']","['利水通淋', '滑肠', '下乳']","['淋证', '水肿', '小便 不利', '乳汁不行', '乳痈 初起', '大便 干燥']"
144,防己,"['苦', '寒']","['归膀胱', '肾', '脾经']","['利水消肿', '祛风止痛']","['水肿', '腹水', '脚气', '小便 不利', '风湿 痹痛', '湿疹 疮毒']"
145,蝼蛄,"['咸', '寒']","['归膀胱', '大肠', '小肠经']","['利水', '通便', '解毒']","['二便 不利', '水肿 胀满', '石淋', '瘰疬', '痈肿 恶疮']"
146,蟋蟀,"['辛', '咸', '温']","['归膀胱', '小肠经']",['利水消肿'],"['小便 不利', '水肿', '鼓胀']"
147,鸭跖草,"['甘', '淡', '寒']","['归肺', '胃', '膀胱经']","['清热利湿', '解毒消肿']","['温病 发热', '咽喉 肿痛', '湿热 淋证', '水肿 尿少', '疔疮 痈肿', '丹毒']"
148,杠板归,"['酸', '苦', '平']","['归肺', '膀胱', '大肠', '小肠经']","['利水消肿', '清热解毒']","['水肿', '淋浊', '湿热 泻痢', '黄疸', '喉痹 咽痛', '瘰疬', '痈肿', '丹毒', '湿疹', '蛇咬伤']"
149,玉米须,"['甘', '淡', '平']","['归肝', '肾', '膀胱经']","['利水消肿', '利胆退黄']","['水肿', '淋证', '消渴', '高血压', '湿热 黄疸', '胆囊炎', '胆石症', '乳汁不通']"
150,附子,"['辛', '大热；有毒']","['归心', '肾', '脾经']","['回阳救逆', '补火助阳', '散寒止痛']","['亡阳虚脱', '肢冷脉微', '心阳不足', '胸痹 心痛', '虚寒 吐泻', '脘腹 冷痛', '肾阳虚衰', '阳痿 宫冷', '阴寒 水肿', '阳虚 外感', '寒湿 痹痛']"
151,川乌头,"['辛', '苦', '热']",['有大毒'],"['温经散寒', '祛风除湿']","['心腹 冷痛', '寒疝 腹痛', '头风 头痛', '风寒 湿痹', '历节 疼痛', '四肢 麻木', '手足拘挛；外治阴疽肿毒']"
152,草乌头,"['辛', '苦', '热']",['有大毒'],"['散寒止痛', '搜风胜湿', '开顽痰', '消沧肿']","['心腹 冷痛', '寒疝', '风寒 湿痹', '历节 风痛', '头风 头痛', '痰湿癖积', '外治 阴疽', '瘰疬']"
153,干姜,"['味辛', '性热']","['归脾', '胃', '心', '肺经']","['温中散寒', '回阳通脉', '温肺化饮']","['脘腹 冷痛', '呕吐 泄泻', '肢冷脉微', '寒饮 喘咳']"
154,肉桂,"['辛', '甘', '大热']","['归肾', '脾', '心', '肝经']","['补火助阳', '散寒止痛', '温经通脉']","['命门火衰', '肾阳不足', '腰膝酸冷无力', '阳痿 早泄', '宫冷 不孕', '心腹 冷痛', '虚寒 吐泻', '寒疝', '奔豚', '痛经', '闭经', '阴疽 流注']"
155,吴茱萸,"['辛', '苦', '热']",['有小毒'],"['散寒止痛', '疏肝开郁', '降逆止呕']","['厥阴 头痛', '寒疝', '痛经', '脘腹 用痛', '呕吐 吞酸', '虚寒 泄泻', '寒湿 脚气']"
156,花椒,"['辛', '温']",['有小毒'],"['温中', '止痛', '燥湿', '杀虫']","['脘腹 冷痛', '呕吐 泻痢', '蛔虫病；外治湿疹', '瘙痒']"
157,荜茇,"['辛', '热']","['归胃', '大肠经']","['温中散寒', '下气止痛']","['脘腹 冷痛', '呕吐 呃逆', '肠鸣泄泻；外治牙痛', '偏头痛']"
158,荜澄茄,"['辛', '苦', '温']","['归脾', '胃', '肾', '膀胱经']","['温中暖肾', '行气止痛']","['脘腹 冷痛', '食滞 气胀', '呕吐 呃逆', '肠鸣 泄泻', '寒疝 腹痛', '小便 不利', '尿液混浊']"
159,丁香,"['辛', '温']","['归脾', '胃', '肾经']","['温中降逆', '散寒止痛', '暖肾助阳']","['胃寒 呃逆', '呕吐泄\u3000泻', '心腹 冷痛', '痃癖', '疝痛', '阳痿']"
160,高良姜,"['辛', '温']","['归脾', '胃经']","['温中散寒', '行气止痛']","['脘腹 冷痛', '呕吐 泄泻', '噎膈 反胃', '寒疝 腹痛']"
161,小茴香,"['辛', '温']","['归肝', '肾', '脾胃经']","['温里散寒', '理气止痛']","['寒疝 腹痛', '睾丸 偏坠', '腰痛', '痛；胃寒脘腹胀痛', '呕吐 泄泻']"
162,胡椒,"['辛', '热']","['归胃', '大肠经']","['温中散寒', '行气止痛']","['脘腹 冷痛', '宿食 不消', '呕吐 泄泻']"
163,红豆蔻,"['辛', '温']","['归脾', '肺经']","['温中散寒', '行气消食']","['脘腹 用痛', '呕吐 泄泻', '噎膈 反胃', '食欲减退']"
164,山柰,"['辛', '温']","['归脾', '胃经']","['温中', '行气', '消食', '止痛']","['脘腹 冷痛', '停食 不化', '寒湿 吐泻', '跌打 伤痛', '风虫 牙痛']"
165,九香虫,"['咸', '温']","['归肾', '肝', '胃经']","['温中暖肾', '理气止痛']","['肾虚腰膝酸痛', '阳痿', '肝胃 不和', '脘腹胁肋胀痛']"
166,橘皮,"['味辛而微苦', '温']","['归脾', '肺经']","['理气', '调中', '燥湿', '化痰']","['胸腹 胀满', '不思饮食', '呕吐 哕逆', '咳嗽 痰多']"
167,青皮,"['苦', '辛', '温']","['归肝', '胆', '胃经']","['疏肝破气', '散结消滞']","['胸胁 胀痛', '疝气', '乳核', '乳痈', '食积 腹痛', '癥瘕 积聚']"
168,枳实,"['苦', '辛', '酸', '微寒']","['归脾', '胃', '大肠经']","['破气消积', '化痰除痞']","['积滞 内停', '脘腹痞满胀痛', '实热 便秘', '泻痢后重；痰阴气滞胸痞满闷', '胸痹', '结胸', '胃下垂', '子宫脱垂', '脱肛']"
169,枳壳,"['苦', '辛', '酸', '微寒']","['归肺', '脾', '大肠经']","['理气宽中', '行滞消积']","['胸胁痞满胀痛', '食积 不化', '脘腹 胀痛', '呕吐 呃逆', '热痢 后重', '肠风便血；胃下垂', '子宫脱垂', '脱肛']"
170,佛手,"['辛', '苦', '酸', '温']","['归肝', '胃经']","['疏肝和胃', '行气止痛', '燥湿化痰']","['肝胃 气滞', '胁肋脘腹胀痛', '痞满', '呕吐 纳呆', '咳嗽 痰多']"
171,香橼,"['辛', '苦', '酸', '温']","['归肝', '脾', '胃', '肺经']","['疏肝理气', '化痰']","['肝胃 气滞', '胸胁脘腹胀痛', '痞满 不舒', '暖气 吞酸', '呕吐食少；咳嗽痰多', '胸闷 气喘']"
172,木香,"['辛', '苦', '温']","['归肝', '脾', '胃', '大肠经']","['行气止痛', '健脾和胃']","['胸胁脘腹胀痛', '食积 不消', '食欲不振', '反胃 呕吐', '泻痢 后重', '胆绞痛', '胆石症']"
173,青木香,"['辛', '苦', '寒']","['归肝', '胃经']","['行气止痛', '解毒消肿']","['胸胁 胀痛', '脘腹 疼痛', '高血压症；痈肿疔疮', '虫蛇咬伤']"
174,香附,"['辛', '微苦', '微甘', '平']","['归肝', '三焦经']","['疏肝解郁', '理气宽中', '调经止痛']","['肝郁 气滞', '胸胁 胀痛', '疝气 疼痛', '乳房 胀痛', '脾胃 气滞', '脘腹 痞闷', '胀满 疼痛', '月经 不调', '经闭 痛经']"
175,乌药,"['辛', '温']","['归脾', '肺', '肾', '膀胱经']","['理气止痛', '温肾散寒']","['脘腹 胀痛', '气逆喘急', '寒疝', '痛经；肾阳不足', '遗尿 尿频']"
176,沉香,"['辛', '苦', '温']","['归脾', '胃', '肾经']","['行气止痛', '降逆调中', '温肾纳气']","['胸腹胀闷疼痛', '胃寒呕吐呃逆', '肾虚喘咳痰多']"
177,川楝子,"['苦', '寒']",['有小毒'],"['疏肝理气', '杀虫止痛']","['胸胁 胀痛', '脘腹 疼痛', '疝痛', '痛经', '虫积腹痛；外治头癣']"
178,薤白,"['辛', '苦', '温']","['归肺', '胃', '大肠经']","['通阳散结', '行气导滞']","['胸痹 心痛', '脘腹痞满胀痛', '泻痢 后重']"
179,檀香,"['辛', '温']","['归脾', '胃', '肺经']","['理气散寒', '和胃止痛']","['寒凝 气滞', '脘腹 胀痛', '痞满 不食', '噎膈 呕吐', '胸痹 心痛', '虚寒 疝痛']"
180,刀豆,"['甘', '温']","['归脾', '胃', '肾经']","['温中', '下气', '止呃']","['虚寒 呃逆', '呕吐', '肾虚 腰痛']"
181,柿蒂,"['苦', '涩', '平']",['归胃经'],"['降气', '止呃']","['呃逆', '噫气', '反胃']"
182,甘松,"['辛', '甘', '温']","['归脾', '胃经']","['理气止痛', '醒脾健胃']","['脾胃 气滞', '脘腹 胀痛', '食欲不振']"
183,八月札,"['苦', '甘', '寒']","['归肝', '脾', '肾经']","['疏肝理气', '活血止痛']","['胸胁 疼痛', '肝胃 气痛', '胃热 纳呆', '疝气 疼痛', '睾丸 肿痛', '瘰疬 痰核', '血瘀 经闭', '痛经']"
184,玫瑰花,"['甘', '微苦', '温']","['归肝', '脾经']","['理气解郁', '和血散瘀']","['肝气郁结', '胸闷 胁痛', '肝胃 气痛', '月经 不调', '赤白 带下', '乳痈']"
185,绿萼梅,"['微酸', '涩', '平']","['归肝', '胃经']","['疏肝解郁', '和中化痰']","['胸闷 肋痛', '肝胃 气痛', '嗳气 纳呆', '梅核气', '暑热 烦渴', '瘰疬']"
186,紫苏梗,"['辛', '甘', '微温']","['归脾', '胃', '肺经']","['理气解郁', '和中安胎']","['肝胃 气郁', '胸膈 痞闷', '脘腹 胀痛', '嗳气', '呕吐', '胎动 不安']"
187,天仙藤,"['苦', '温']","['归肝', '脾经']","['行气活血', '化湿消肿']","['脘腹 疼痛', '疝气痛', '产后腹痛肢体痹痛', '妊娠 水肿']"
188,降香,"['辛', '温']","['归心', '肝', '脾经']","['行气活血', '止血定痛']","['胸痹 心痛', '胁肋 刺痛', '吐血', '咯血', '跌打 损伤', '外伤 出血']"
189,路路通,"['辛', '苦', '平']","['归肝', '胃', '膀胱经']","['行气止痛', '祛风除湿', '活血通络']","['胃气 疼痛', '脘腹胀满；风湿痹痛', '四肢拘挛麻木', '跌打肿痛；水肿胀满', '小便 不利', '妇女 经闭', '产后乳少；痈疽', '湿疹', '疥癣']"
190,橘核,"['苦', '平']","['归肝', '肾经']","['理气', '散结', '止痛']","['疝气 疼痛', '睾丸 肿痛', '乳痈']"
191,厚朴,"['苦', '辛', '温']","['归脾', '胃', '大肠经']","['下气除满', '燥湿消痰']","['脘腹痞满胀痛', '宿食 不消', '呕吐 泻痢', '痰饮 咳喘']"
192,大腹皮,"['辛', '微温']","['归脾', '胃大肠', '小肠经']","['下气宽中', '利水消肿']","['湿阴 气滞', '脘腹 痞胀', '大便 不爽', '水肿', '脚气', '小便 不利']"
193,山楂,"['酸', '甘', '微温']","['归脾', '胃', '肝经']","['消食健胃', '行气散瘀', '化浊降脂']","['肉食 积滞', '胃脘 胀满', '泻痢 腹痛', '瘀血 经闭', '产后 瘀阻', '心腹 刺痛', '胸痹 心痛', '疝气 疼痛', '高脂血症']"
194,神曲,"['辛', '甘', '温']","['归脾', '胃经']","['健脾和胃', '消食化滞']","['饮食停滞', '消化不良', '脘腹 胀满', '泄泻 痢疾']"
195,麦芽,"['甘', '平']","['归脾', '胃经']","['消食和中', '回乳消胀']","['食积 不消', '纳少 腹胀', '呕吐 泄泻', '妇女 断乳', '乳汁郁积', '乳房 痛胀']"
196,谷芽,"['甘', '微温']","['归脾', '胃经']","['消食和中', '健脾开胃']","['脾虚 失运', '宿食 不化', '嗳腐 吞酸', '腹胀 泄泻', '食欲不振']"
197,莱菔子,"['辛', '甘', '平']","['归脾', '胃', '肺经']","['消食除胀', '降气化痰']","['食积 气滞', '脘腹 胀痛', '泻痢 便秘', '痰壅 咳喘']"
198,鸡内金,"['甘', '平']","['归脾', '胃', '膀胱经']","['健脾消食', '涩精止遗', '化坚消石']","['食积 不消', '脘腹 胀满', '呕吐 泻痢', '小儿 疳积', '遗精', '遗尿', '胆道及尿路结石', '肝脾肿大']"
199,阿魏,"['苦', '辛', '温']","['归脾', '胃', '肝经']","['消积', '杀虫']","['肉食 积滞', '瘕痞块', '小儿 疳积', '虫积 腹痛']"
200,使君子,"['甘', '温']","['归脾', '胃经']","['驱虫', '消积', '健脾']","['蛔虫病', '虫积 腹痛', '小儿 疳积']"
201,苦楝皮,"['苦', '寒；有毒']","['归肝', '脾', '胃经']","['杀虫', '清热', '燥湿']","['蛔虫病', '蛲虫病', '钩虫病']"
202,槟榔,"['辛', '苦', '温']","['归胃', '大肠经']","['杀虫', '消积', '行气', '利水']","['绦虫病', '蛔虫病', '姜片虫病', '虫积 腹痛', '积滞 泻痢', '里急 后重', '水肿 脚气', '疟疾']"
203,南瓜子,"['甘', '平']","['归胃', '大肠经']",['驱虫'],"['绦虫病', '蛔虫病', '血吸虫病']"
204,鹤草芽,"['苦', '涩', '凉']",['归大肠经'],['杀虫'],"['绦虫病', '外治阴道滴虫病']"
205,雷丸,"['苦', '寒']","['归胃', '大肠经']",['杀虫'],"['绦虫病', '钩虫病', '蛔虫病']"
206,鹤虱,"['苦', '辛', '平；有小毒']","['归脾', '胃经']",['杀虫'],"['蛔虫', '蛲虫', '绦虫等多种肠道寄生虫病']"
207,榧子,"['甘', '平']","['归肺', '胃', '大肠经']","['杀虫', '消积', '润燥']",['蛔虫病']
208,芜荑,"['辛', '苦', '温']","['归脾', '胃经']",['杀虫消疳'],"['蛔虫病', '绦虫病', '小儿疳积；外治疥癣', '恶疮']"
209,贯众,"['苦', '微寒；有小毒']","['归肝', '胃经']","['杀虫', '清热', '解毒', '止血']","['蛔虫', '血热 妄行']"
210,小蓟,"['甘', '凉']","['归心', '肝经']","['凉血止血', '散瘀']","['血热 妄行', '衄血', '咯血', '吐血', '尿血', '血淋', '便血', '崩漏 下血', '外伤 出血']"
211,大蓟,"['甘', '苦', '凉']","['归心', '肝经']","['凉血止血', '散瘀消痈']","['血热 妄行', '吐血', '衄血', '尿血', '便血', '崩漏 下血', '外伤 出血', '痈肿 疮毒']"
212,地榆,"['苦', '酸', '微寒']","['归肝', '大肠经']","['凉血止血', '泻火解毒', '敛疮']","['便血', '痔血', '血痢', '崩漏', '吐血', '衄血', '烫伤', '湿疹', '痈肿 疮毒']"
213,槐花,"['苦', '微寒']","['归肝', '大肠经']","['凉血止血', '清肝泻火']","['肠风 便血', '痔血', '血痢', '崩漏', '吐血', '衄血', '肝热 目赤', '头痛 眩晕']"
214,侧柏叶,"['苦', '涩', '寒']","['归肺', '肝', '大肠经']","['凉血止血', '祛痰止咳']","['血热 妄行', '吐血', '衄血', '咯血', '尿血', '便血', '血痢', '崩漏 下血', '肺热 咳喘', '百日咳']"
215,白茅根,"['甘', '寒']","['归肺', '胃', '膀胱经']","['凉血止血', '清热利尿']","['血热 吐血', '衄血', '咯血', '尿血', '湿热 黄疸', '热淋', '水肿', '小便 不利']"
216,苎麻根,"['甘', '寒']","['归心', '肝经']","['凉血止血', '清热安胎', '利尿解素']","['吐血', '衄血', '尿血', '崩漏', '胎动 不安']"
217,羊蹄,"['苦', '寒']","['归心', '肝', '大肠经']","['凉血止血', '清热除湿', '通便解毒', '杀虫疗癣']","['吐血', '衄血', '便血', '痔血', '崩漏', '血小板减少性紫癜', '黄疸', '痢疾']"
218,鸡冠花,"['甘', '涩', '凉']","['归肝', '大肠经']","['收涩凉血', '止血', '止带', '止痢']","['崩漏', '吐血', '衄血', '咳血', '便血', '痔血', '带下', '赤白 下痢', '久痢 不止']"
219,三七,"['甘', '微苦', '温']","['归肝', '胃经']","['化瘀止血', '活血定痛']","['各种出血症', '咯血', '吐血', '衄血', '便血', '崩漏', '外伤 出血', '胸腹 刺痛', '跌扑 肿痛', '痈疽 肿痛']"
220,茜草,"['苦', '寒']","['归心', '肝经']","['凉血止血', '祛瘀通经']","['血热 挟瘀', '吐血', '衄血', '尿血', '便血', '崩漏 下血', '外伤 出血', '经闭 瘀阴', '关节 痹痛', '跌仆 肿痛']"
221,蒲黄,"['甘', '平']","['归肝', '心包经']","['凉血止血', '化瘀通淋']","['吐血', '衄血', '咯血', '尿血', '崩漏', '外伤 出血', '经闭 通经', '脘腹 刺痛', '跌仆 肿痛', '血淋 涩痛']"
222,花蕊石,"['酸', '涩', '平']",['归肝经'],"['止血', '化瘀']","['瘀血 阻滞', '咯血', '吐血 衄血', '崩漏', '外伤 出血', '跌仆 伤痛']"
223,卷柏,"['甘', '平']",['归肝经'],"['活血祛瘀', '止血']","['经闭', '癥瘕', '跌打 损伤', '吐血', '衄血', '便血', '痔血', '尿血', '崩漏及外伤出血']"
224,花蕊石,"['酸', '涩', '平']",['归肝经'],"['止血', '化瘀']","['瘀血 阻滞', '咯血', '吐血 衄血', '崩漏', '外伤 出血', '跌仆 伤痛']"
225,莲房,"['苦', '涩', '温']",['归肝经'],"['止血', '消瘀']","['崩漏', '月经 过多', '便血', '尿血', '血淋', '瘀血 腹痛']"
226,白芨,"['苦', '甘', '涩', '微寒']","['归肺', '肝', '胃经']","['收敛止血', '消肿生肌']","['肺胃损伤所致的咳血', '吐血', '衄血', '以及创伤出血', '痈肿 疮毒', '手足皲裂', '肛裂', '烫伤']"
227,仙鹤草,"['苦', '涩', '平']","['归肺', '肝', '脾经']","['收敛止血', '截疟止痢', '解毒杀虫']","['咯血', '吐血', '衄血', '尿血', '崩漏', '疟疾 寒热']"
228,紫珠,"['苦', '涩', '平']","['归肺', '肝', '胃', '大肠经']","['收敛止血', '清热解毒']","['吐血', '咯血', '衄血', '齿龈 出血', '尿血', '便血', '崩漏', '皮肤 紫癜', '外伤 出血', '烧伤']"
229,棕榈皮,"['苦', '涩', '平']","['归肺', '肝', '大肠经']",['收敛止血'],"['吐血', '衄血', '尿轿', '便血', '崩漏 下血', '外伤 出血']"
230,血余炭,"['苦', '平']","['归肝', '肾经']","['止血', '消瘀', '利尿']","['瘀血 阻滞', '吐血', '咯血', '衄血', '尿血', '崩漏 下血', '外伤 出血', '小便 不利', '血淋']"
231,藕节,"['甘', '涩', '平']","['归心', '肺', '胃经']","['止血', '消瘀']","['咳血', '吐血', '衄血', '尿血', '血淋', '便血', '血痢', '崩漏']"
232,刺猬皮,"['苦', '平']","['归胃', '大肠', '肾经']","['收敛止血', '固精缩尿', '化瘀止痛']","['痔血 脱肛', '肠风 下血', '衄血', '遗精', '遗尿', '胃脘 疼痛']"
233,艾叶,"['苦', '辛', '温']","['归肝', '脾', '肾经']","['温经止血', '散寒除湿止痛', '安胎']","['腹部 冷痛', '经寒 不调', '宫冷 不孕', '吐血', '衄血', '崩漏', '胎动 不安']"
234,炮姜,"['辛', '苦', '温']","['归脾', '肝经']","['温经止血', '温中止泻']","['虚寒性崩漏', '便血', '吐血', '衄血；脘腹冷痛', '呕吐']"
235,伏龙肝,"['辛', '温']","['归脾', '胃经']","['温中摄血', '降逆止呕', '收敛燥湿']","['吐血', '衄血', '便血', '崩漏', '呕吐', '妊娠 恶阻']"
236,延胡索,"['辛', '苦', '温']","['归肝', '脾', '心经']","['活血散瘀', '行气止痛']","['气滞 血瘀', '胸胁脘腹疼痛', '经闭 痛经', '产后 瘀阻', '跌仆 肿痛']"
237,郁金,"['辛', '苦', '寒']","['归心', '肝', '胆经']","['活血止痛', '行气解郁', '清心凉血', '利胆退黄']","['胸腹胁肋疼痛', '月经 不调', '痛经', '经闭', '热病 神昏', '吐血', '衄血', '癫狂', '黄疸']"
238,姜黄,"['辛', '苦', '温']","['归脾', '肝经']","['破血行气', '通经止痛']","['胸胁 刺痛', '经闭', '产后瘀阻腹痛', '癥瘕', '风湿 痹痛', '跌打 损伤', '痈肿']"
239,乳香,"['辛', '苦', '温']","['归心', '肝', '脾经']","['活血止痛', '消肿生肌']","['心腹肢体疼痛', '痛经', '产后瘀滞腹痛', '风湿 痹痛', '跌打 伤痛', '痈疽 肿痛', '疮疡 溃烂']"
240,没药,"['苦', '辛', '平']","['归肝', '心', '脾经']","['散瘀止痛', '消肿生肌']","['心腹 瘀痛', '痛经', '经闭', '风湿 痹痛', '跌打 伤痛', '痈肿 疮疡']"
241,五灵脂,"['苦', '甘', '温']",['归肝经'],"['活血止痛', '化瘀止血']","['胸胁', '脘腹 刺痛', '痛经', '经闭', '产后血瘀疼痛', '瘀血 阻滞', '崩漏经多；外治蛇虫咬伤']"
242,石见穿,"['苦', '辛', '平']","['归肝', '胃', '大肠经']","['活血止痛', '清热利湿', '解毒消肿']","['血瘀 痛经', '赤白 带下', '筋骨 疼痛', '各种 肿瘤', '黄疸痢疾；外治面神经麻痹', '乳腺炎', '痈肿', '瘰疬']"
243,红花,"['辛', '温']","['归心', '肝经']","['活血通经', '散瘀止痛']","['经闭', '痛经', '癥瘕 痞块', '跌打 损伤', '疮疡 肿痛', '关节 疼痛']"
244,桃仁,"['苦', '甘', '平']","['归心', '肝', '大肠经']","['活血祛瘀', '润肠通便']","['经行不畅', '经闭', '痛经', '产后瘀滞腹痛', '癥瘕', '蓄血', '胸胁 疼痛', '跌打 损伤', '肺痈', '肠痈', '便秘']"
245,茺蔚子,"['辛', '甘', '微寒']",['有小毒'],"['活血调经', '清肝明目']","['月经 不调', '经闭', '痛经', '产后瘀滞腹痛', '目赤 肿痛', '头痛 头晕']"
246,泽兰,"['苦', '辛', '微温']","['归肝', '脾经']","['活血化瘀', '行水消肿']","['月经 不调', '经闭', '痛经', '癥瘕', '产后瘀滞腹痛身面浮肿', '小便 不利']"
247,牛膝,"['苦', '酸', '平']","['归肝', '肾经']","['活血通经', '补肝肾', '强腰膝', '利尿通淋', '引血下行']","['月经 不调', '癥瘕', '眩晕', '腰膝 酸痛', '小便 不利', '吐血', '衄血']"
248,鸡血藤,"['苦', '微甘', '温']","['归肝', '胃经']","['活血补血', '舒筋活络']","['月经 不调', '血虚 萎黄', '肢体麻木瘫痪', '风湿 痹痛']"
